	V1	AVG	name
14671	0.3649	0.3649	Q9HD33
14674	0.3649	0.3649	Q9HD42
7956	0.3646	0.3646	Q66LE6
8830	0.3646	0.3646	Q6ZW49
16028	0.3645	0.3645	Q9UKS6
2031	0.3642	0.3642	O95470
3517	0.3639	0.3639	P23258
11795	0.3638	0.3638	Q92896
13923	0.3637	0.3637	Q9GZZ0
12995	0.3635	0.3635	Q96TA2
13693	0.3631	0.3631	Q9BYM8
6379	0.3629	0.3629	Q14653
9649	0.3629	0.3629	Q8IV50
9425	0.3626	0.3626	Q86W56
13394	0.3624	0.3624	Q9BTW9
2627	0.3623	0.3623	P08833
2482	0.3617	0.3617	P06401
14430	0.3617	0.3617	Q9H939
12996	0.3616	0.3616	Q96TC7
5439	0.3614	0.3614	Q00534
4305	0.3613	0.3613	P43358
5204	0.3612	0.3612	P62253
12326	0.3612	0.3612	Q96GY0
5350	0.361	0.361	P80303
6673	0.3609	0.3609	Q15700
14988	0.3607	0.3607	Q9NSI2
6042	0.3606	0.3606	Q13356
16478	0.3606	0.3606	Q9Y2L5
5994	0.3603	0.3603	Q13219
5917	0.3601	0.3601	Q12974
7420	0.3598	0.3598	Q5JQC9
920	0.3597	0.3597	O15085
2966	0.3592	0.3592	P12882
8631	0.359	0.359	Q6YHK3
936	0.3589	0.3589	O15156
4286	0.3589	0.3589	P43155
13305	0.3588	0.3588	Q9BRX2
16408	0.3587	0.3587	Q9Y282
7891	0.3585	0.3585	Q5VZK9
9217	0.3581	0.3581	Q7Z7L8
731	0.358	0.358	O14513
6174	0.3578	0.3578	Q13698
589	0.3575	0.3575	O00192
3603	0.3575	0.3575	P25098
10183	0.3575	0.3575	Q8N4B5
689	0.3567	0.3567	O00562
881	0.3566	0.3566	O14981
16086	0.3565	0.3565	Q9ULC3
4551	0.3563	0.3563	P49746
15423	0.3563	0.3563	Q9NZU5
16781	0.3563	0.3563	Q9Y5Q8
5848	0.3562	0.3562	Q12792
4245	0.356	0.356	P42345
11720	0.356	0.356	Q92692
14648	0.3559	0.3559	Q9HCN4
6505	0.3557	0.3557	Q15036
16600	0.3555	0.3555	Q9Y3R0
16922	0.3554	0.3554	Q9Y6R1
8977	0.3553	0.3553	Q7LDG7
11910	0.355	0.355	Q969T4
15672	0.3549	0.3549	Q9UBV2
5048	0.3543	0.3543	P57768
5673	0.354	0.354	Q06278
14662	0.3538	0.3538	Q9HCU5
15177	0.3537	0.3537	Q9NWV8
13773	0.3536	0.3536	Q9BZL4
663	0.3535	0.3535	O00469
15035	0.3535	0.3535	Q9NUE0
5772	0.3534	0.3534	Q08AM6
7698	0.3534	0.3534	Q5TBB1
10012	0.3533	0.3533	Q8N122
14698	0.3527	0.3527	Q9NP66
843	0.3526	0.3526	O14879
2420	0.3526	0.3526	P05089
6529	0.3526	0.3526	Q15075
3864	0.3519	0.3519	P31268
3866	0.3513	0.3513	P31270
14101	0.3512	0.3512	Q9H2H9
9162	0.3511	0.3511	Q7Z6B7
9578	0.3511	0.3511	Q86Z02
1540	0.3509	0.3509	O75170
1324	0.3506	0.3506	O60307
15790	0.3503	0.3503	Q9UHD2
6272	0.3502	0.3502	Q14181
16338	0.3495	0.3495	Q9UQB3
5276	0.349	0.349	P69849
11484	0.3489	0.3489	Q8WW59
9763	0.3487	0.3487	Q8IX03
3978	0.3485	0.3485	P34949
16506	0.3484	0.3484	Q9Y2U5
4757	0.3482	0.3482	P52179
11202	0.3482	0.3482	Q8TD26
2381	0.3478	0.3478	P04216
15620	0.3475	0.3475	Q9UBG0
5117	0.34734	0.34734	P60370
1408	0.3473	0.3473	O60667
5680	0.347	0.347	Q06481
1961	0.3469	0.3469	O95249
4241	0.3468	0.3468	P42330
2752	0.3466	0.3466	P0CG12
11748	0.3466	0.3466	Q92786
13123	0.3466	0.3466	Q99784
4227	0.3464	0.3464	P41743
1910	0.3461	0.3461	O95070
5734	0.3458	0.3458	Q08188
646	0.3456	0.3456	O00418
4888	0.3455	0.3455	P54792
1132	0.3451	0.3451	O43324
6838	0.3451	0.3451	Q16763
15187	0.3449	0.3449	Q9NWZ8
11267	0.3446	0.3446	Q8TDZ2
1599	0.3442	0.3442	O75391
10714	0.3442	0.3442	Q8NEP4
5740	0.3439	0.3439	Q08345
13043	0.3439	0.3439	Q99550
1796	0.3436	0.3436	O76071
3246	0.3434	0.3434	P17813
13224	0.3434	0.3434	Q9BQE5
16604	0.3432	0.3432	Q9Y3S2
14000	0.3431	0.3431	Q9H0W5
8135	0.343	0.343	Q6ISB3
3777	0.343	0.343	P29508
15461	0.3428	0.3428	Q9P0U3
3634	0.3423	0.3423	P26006
14567	0.3423	0.3423	Q9HBM6
16536	0.3422	0.3422	Q9Y316
11216	0.3419	0.3419	Q8TDB6
1151	0.3418	0.3418	O43439
4973	0.3418	0.3418	P56177
2010	0.3417	0.3417	O95402
6517	0.3417	0.3417	Q15052
8094	0.3417	0.3417	Q6ICG6
7908	0.3415	0.3415	Q5W0Z9
687	0.3413	0.3413	O00559
5638	0.3413	0.3413	Q05315
1528	0.3408	0.3408	O75150
4363	0.3404	0.3404	P46531
9269	0.3404	0.3404	Q86TH1
15533	0.3401	0.3401	Q9P2B7
7293	0.34	0.34	Q53TN4
3785	0.3399	0.3399	P29803
10351	0.3398	0.3398	Q8N7R0
1504	0.3396	0.3396	O75081
8200	0.3395	0.3395	Q6NUK4
1719	0.3393	0.3393	O75828
2056	0.3393	0.3393	O95571
11214	0.3393	0.3393	Q8TD94
2709	0.339	0.339	P0C1Z6
3774	0.3386	0.3386	P29466
10567	0.3383	0.3383	Q8NC24
15895	0.33821	0.33821	Q9UJ55
5415	0.338	0.338	P98170
3532	0.3378	0.3378	P23443
9047	0.3377	0.3377	Q7Z3E5
14438	0.3376	0.3376	Q9H992
385	0.3375	0.3375	A8MQ03
14527	0.3375	0.3375	Q9HB21
15713	0.3374	0.3374	Q9UEW3
14348	0.3372	0.3372	Q9H7D0
7527	0.337	0.337	Q5SQI0
2459	0.337	0.337	P05549
4196	0.3369	0.3369	P41208
12806	0.3366	0.3366	Q96PV7
1163	0.3363	0.3363	O43497
16851	0.336	0.336	Q9Y679
13038	0.3357	0.3357	Q99541
1456	0.3356	0.3356	O60879
2289	0.3356	0.3356	P01730
10107	0.3356	0.3356	Q8N307
336	0.3355	0.3355	A6NMZ7
9900	0.3354	0.3354	Q8IYW5
15055	0.3354	0.3354	Q9NUQ7
14894	0.3351	0.3351	Q9NRD1
721	0.3346	0.3346	O00767
2467	0.3343	0.3343	P05976
752	0.3341	0.3341	O14576
6546	0.3339	0.3339	Q15139
15053	0.3339	0.3339	Q9NUQ3
1980	0.3337	0.3337	O95302
2594	0.3331	0.3331	P08397
2444	0.333	0.333	P05187
6242	0.3329	0.3329	Q14119
8297	0.3329	0.3329	Q6P474
5462	0.3328	0.3328	Q00987
3788	0.3327	0.3327	P29972
3049	0.3326	0.3326	P14555
2158	0.3322	0.3322	O95967
2675	0.3321	0.3321	P09601
2575	0.332	0.332	P08183
14793	0.332	0.332	Q9NQ76
16177	0.3319	0.3319	Q9UM47
11280	0.3318	0.3318	Q8TE68
7274	0.3316	0.3316	Q53HC9
1393	0.3314	0.3314	O60583
8124	0.3311	0.3311	Q6IQ19
3097	0.331	0.331	P15313
8901	0.3309	0.3309	Q76M96
4790	0.3307	0.3307	P52788
2985	0.3306	0.3306	P13498
3399	0.3305	0.3305	P20916
13001	0.3304	0.3304	Q99250
5165	0.3303	0.3303	P61244
1739	0.3302	0.3302	O75891
3704	0.3302	0.3302	P28068
10419	0.3302	0.3302	Q8N944
15051	0.3302	0.3302	Q9NUP9
7307	0.3301	0.3301	Q56P03
1339	0.33	0.33	O60346
2165	0.3298	0.3298	O95983
15916	0.3297	0.3297	Q9UJJ9
16938	0.3294	0.3294	Q9Y6X4
15732	0.3286	0.3286	Q9UFW8
6833	0.3284	0.3284	Q16720
5369	0.3283	0.3283	P82930
10794	0.328	0.328	Q8NFZ3
7414	0.3274	0.3274	Q5JPE7
6079	0.3272	0.3272	Q13443
7740	0.3272	0.3272	Q5THK1
1583	0.3269	0.3269	O75362
14247	0.3269	0.3269	Q9H4Z3
11307	0.3268	0.3268	Q8TEQ0
3760	0.3267	0.3267	P29317
10067	0.3264	0.3264	Q8N1Q1
14098	0.3263	0.3263	Q9H2G4
1084	0.3258	0.3258	O43184
4062	0.3258	0.3258	P35716
14689	0.3256	0.3256	Q9NP31
14431	0.3254	0.3254	Q9H944
5025	0.3252	0.3252	P57073
3164	0.325	0.325	P16455
14904	0.3249	0.3249	Q9NRG7
1682	0.3248	0.3248	O75674
1215	0.3245	0.3245	O43683
4276	0.3243	0.3243	P43007
5753	0.3242	0.3242	Q08554
11777	0.3241	0.3241	Q92844
9095	0.324	0.324	Q7Z4H7
13268	0.3237	0.3237	Q9BRF8
5106	0.3236	0.3236	P59991
12576	0.3234	0.3234	Q96LR5
6656	0.3231	0.3231	Q15645
12321	0.3231	0.3231	Q96GW7
11942	0.323	0.323	Q96A32
11786	0.3229	0.3229	Q92876
6550	0.3227	0.3227	Q15155
15460	0.3225	0.3225	Q9P0T7
10562	0.3222	0.3222	Q8NBW4
11372	0.3222	0.3222	Q8WU20
5298	0.3221	0.3221	P78352
4567	0.322	0.322	P49768
15721	0.3219	0.3219	Q9UF56
4547	0.3218	0.3218	P49716
8127	0.3218	0.3218	Q6IQ22
6352	0.3216	0.3216	Q14558
9544	0.3215	0.3215	Q86YD7
841	0.3213	0.3213	O14867
6692	0.3212	0.3212	Q15771
5178	0.3211	0.3211	P61599
1585	0.3209	0.3209	O75364
14411	0.3209	0.3209	Q9H8S9
15052	0.3209	0.3209	Q9NUQ2
6472	0.3208	0.3208	Q14CN4
5810	0.3204	0.3204	Q0VDF9
851	0.3201	0.3201	O14908
4402	0.3201	0.3201	P47895
1494	0.32	0.32	O75056
8470	0.3199	0.3199	Q6UB98
3503	0.3198	0.3198	P22830
1749	0.3196	0.3196	O75914
10105	0.3195	0.3195	Q8N2Y8
5634	0.3194	0.3194	Q05086
8670	0.3193	0.3193	Q6ZN01
7796	0.319	0.319	Q5VTR2
6224	0.3189	0.3189	Q14012
13026	0.3187	0.3187	Q99496
272	0.31865	0.31865	A6NJG6
8972	0.3186	0.3186	Q7L9L4
13942	0.3186	0.3186	Q9H089
7232	0.3184	0.3184	Q52LW3
9253	0.3183	0.3183	Q86T24
13152	0.3183	0.3183	Q99933
9472	0.3181	0.3181	Q86X53
10209	0.318	0.318	Q8N4S9
6680	0.3179	0.3179	Q15742
13295	0.3178	0.3178	Q9BRR6
4893	0.3177	0.3177	P54821
14908	0.3172	0.3172	Q9NRH3
3842	0.317	0.317	P30825
5996	0.3169	0.3169	Q13227
2691	0.3168	0.3168	P09884
14250	0.3167	0.3167	Q9H553
2217	0.3166	0.3166	P00709
3305	0.3166	0.3166	P19256
1223	0.3165	0.3165	O43711
13214	0.3162	0.3162	Q9BQ95
14795	0.3161	0.3161	Q9NQ84
12105	0.316	0.316	Q96CU9
5752	0.3159	0.3159	Q08499
4069	0.3158	0.3158	P35900
13117	0.3157	0.3157	Q99755
777	0.3156	0.3156	O14656
7035	0.3156	0.3156	Q3B726
16122	0.3156	0.3156	Q9ULK4
4479	0.3154	0.3154	P48742
13078	0.3154	0.3154	Q99653
6983	0.3153	0.3153	Q2TAY7
4816	0.3153	0.3153	P53365
14623	0.3152	0.3152	Q9HCH5
3930	0.3149	0.3149	P32456
12610	0.3147	0.3147	Q96M83
1020	0.3146	0.3146	O15439
1382	0.3146	0.3146	O60524
1869	0.3144	0.3144	O94910
7192	0.3141	0.3141	Q4L180
7913	0.3141	0.3141	Q5XG87
9539	0.3141	0.3141	Q86YC2
11117	0.3141	0.3141	Q8TBG9
3937	0.314	0.314	P32926
719	0.3138	0.3138	O00763
10626	0.3138	0.3138	Q8ND25
4962	0.3137	0.3137	P55789
12227	0.3132	0.3132	Q96EY5
7229	0.3131	0.3131	Q52LG2
7524	0.3129	0.3129	Q5SQ64
11599	0.3123	0.3123	Q8WYL5
16091	0.3123	0.3123	Q9ULD0
4606	0.3122	0.3122	P50222
15255	0.3121	0.3121	Q9NXW2
13000	0.312	0.312	Q99102
1497	0.3116	0.3116	O75064
6698	0.3113	0.3113	Q15784
16715	0.3112	0.3112	Q9Y5B0
11692	0.3111	0.3111	Q92613
799	0.3106	0.3106	O14735
10572	0.3106	0.3106	Q8NC54
16688	0.3106	0.3106	Q9Y530
3429	0.3103	0.3103	P21589
16491	0.3102	0.3102	Q9Y2Q0
1706	0.31	0.31	O75791
5125	0.3099	0.3099	P60484
649	0.3098	0.3098	O00423
2612	0.3098	0.3098	P08631
13217	0.3098	0.3098	Q9BQA9
15845	0.3098	0.3098	Q9UI26
3939	0.3096	0.3096	P32929
14767	0.3096	0.3096	Q9NPL8
5187	0.3091	0.3091	P61962
15755	0.3088	0.3088	Q9UGN4
2509	0.3086	0.3086	P07204
13380	0.3086	0.3086	Q9BTE7
6817	0.3083	0.3083	Q16653
14537	0.3083	0.3083	Q9HB90
16639	0.3077	0.3077	Q9Y4C1
7063	0.3076	0.3076	Q3LI77
2984	0.3074	0.3074	P13497
578	0.307	0.307	O00160
15366	0.3069	0.3069	Q9NZC9
12280	0.3066	0.3066	Q96G21
11433	0.3065	0.3065	Q8WV99
14612	0.3061	0.3061	Q9HCE3
5613	0.306	0.306	Q04724
2831	0.3056	0.3056	P10415
2898	0.3056	0.3056	P11362
12651	0.3055	0.3055	Q96MR6
16171	0.3054	0.3054	Q9UM11
16568	0.3054	0.3054	Q9Y3B8
7923	0.3052	0.3052	Q5ZPR3
14634	0.3052	0.3052	Q9HCK1
16029	0.3052	0.3052	Q9UKS7
13221	0.3052	0.3052	Q9BQD3
6304	0.3044	0.3044	Q14314
2351	0.3042	0.3042	P03956
7926	0.3042	0.3042	Q63HK5
10111	0.3039	0.3039	Q8N335
8367	0.3038	0.3038	Q6PGQ7
13459	0.3037	0.3037	Q9BV79
13102	0.3033	0.3033	Q99717
7535	0.3032	0.3032	Q5SRD1
5293	0.3029	0.3029	P78337
7483	0.3029	0.3029	Q5KU26
718	0.3028	0.3028	O00762
8805	0.3028	0.3028	Q6ZV73
15245	0.3026	0.3026	Q9NXR1
871	0.3025	0.3025	O14966
10223	0.3025	0.3025	Q8N543
15779	0.3025	0.3025	Q9UHB4
14968	0.3024	0.3024	Q9NS86
5488	0.3021	0.3021	Q01543
4989	0.3018	0.3018	P56545
4777	0.3017	0.3017	P52732
13104	0.3017	0.3017	Q99720
10994	0.3016	0.3016	Q8NHS0
9779	0.3015	0.3015	Q8IXB3
6275	0.301	0.301	Q14185
6963	0.3009	0.3009	Q2PPJ7
12486	0.3009	0.3009	Q96K37
12817	0.3008	0.3008	Q96Q05
14413	0.3006	0.3006	Q9H8U3
7165	0.3005	0.3005	Q4G0N4
815	0.3001	0.3001	O14782
2614	0.2995	0.2995	P08648
1681	0.2994	0.2994	O75665
2548	0.2993	0.2993	P07864
2680	0.299	0.299	P09630
10573	0.299	0.299	Q8NC56
1673	0.2989	0.2989	O75629
7387	0.2989	0.2989	Q5H9T9
13164	0.2989	0.2989	Q99962
8550	0.2986	0.2986	Q6UXF1
1958	0.2986	0.2986	O95239
9778	0.2986	0.2986	Q8IXB1
11105	0.2983	0.2983	Q8TBC3
4906	0.2982	0.2982	P55001
14416	0.2982	0.2982	Q9H8W4
13767	0.2981	0.2981	Q9BZJ3
15227	0.2981	0.2981	Q9NXF1
1995	0.2978	0.2978	O95376
12392	0.2976	0.2976	Q96II8
3763	0.2976	0.2976	P29323
4845	0.2976	0.2976	P53801
5860	0.2976	0.2976	Q12824
16350	0.2976	0.2976	Q9UQN3
16650	0.2976	0.2976	Q9Y4E6
7654	0.2973	0.2973	Q5T6V5
6070	0.2972	0.2972	Q13426
12838	0.2972	0.2972	Q96QE3
9303	0.2971	0.2971	Q86UD1
8401	0.2968	0.2968	Q6PJF5
7835	0.2965	0.2965	Q5VW36
16310	0.2965	0.2965	Q9UPW6
6276	0.2964	0.2964	Q14186
3296	0.2963	0.2963	P19086
4950	0.2962	0.2962	P55287
2363	0.296	0.296	P04062
14439	0.2958	0.2958	Q9H993
12913	0.2956	0.2956	Q96RU2
7427	0.2954	0.2954	Q5JRM2
5550	0.295	0.295	Q02556
11421	0.2949	0.2949	Q8WV24
7648	0.2948	0.2948	Q5T6C5
12907	0.2946	0.2946	Q96RS0
15531	0.2942	0.2942	Q9P2B2
2806	0.294	0.294	P0DMM9
3745	0.294	0.294	P28907
6793	0.2938	0.2938	Q16595
11892	0.2938	0.2938	Q969N2
5691	0.2937	0.2937	Q06828
15999	0.2937	0.2937	Q9UKI9
1029	0.2934	0.2934	O15479
11802	0.2932	0.2932	Q92908
16908	0.2932	0.2932	Q9Y6N1
8978	0.293	0.293	Q7LFL8
6759	0.2929	0.2929	Q16473
11932	0.2929	0.2929	Q96A00
1261	0.2926	0.2926	O43854
7395	0.2924	0.2924	Q5HYI8
13988	0.2924	0.2924	Q9H0R3
13400	0.2921	0.2921	Q9BTZ2
5540	0.292	0.292	Q02388
13382	0.2918	0.2918	Q9BTK6
13070	0.2915	0.2915	Q99626
16809	0.2915	0.2915	Q9Y5Y0
5330	0.291	0.291	P78509
6283	0.2909	0.2909	Q14197
1362	0.2907	0.2907	O60479
8062	0.2904	0.2904	Q6F5E8
13814	0.2901	0.2901	Q9C073
8553	0.2899	0.2899	Q6UXG3
16409	0.2899	0.2899	Q9Y283
3595	0.2895	0.2895	P24941
13492	0.2895	0.2895	Q9BVT8
568	0.2893	0.2893	O00115
1789	0.2893	0.2893	O76039
5523	0.2888	0.2888	Q02094
14331	0.2885	0.2885	Q9H706
3908	0.2884	0.2884	P32019
13398	0.2884	0.2884	Q9BTY2
1406	0.2883	0.2883	O60663
3362	0.2883	0.2883	P20338
4413	0.2883	0.2883	P47989
10244	0.2883	0.2883	Q8N5H7
14658	0.2883	0.2883	Q9HCS7
13125	0.288	0.288	Q99795
13854	0.288	0.288	Q9C0I1
14670	0.288	0.288	Q9HD26
6158	0.2878	0.2878	Q13621
13543	0.2876	0.2876	Q9BX10
4941	0.2874	0.2874	P55212
16090	0.2872	0.2872	Q9ULC8
6000	0.2871	0.2871	Q13233
3404	0.287	0.287	P20963
5942	0.287	0.287	Q13061
8542	0.2869	0.2869	Q6UXA7
4600	0.2867	0.2867	P50053
16017	0.2867	0.2867	Q9UKN8
10789	0.2866	0.2866	Q8NFW9
12375	0.2866	0.2866	Q96HY7
12272	0.2864	0.2864	Q96FX7
5432	0.2862	0.2862	Q00266
11123	0.2862	0.2862	Q8TBN0
13460	0.2861	0.2861	Q9BV86
12053	0.2858	0.2858	Q96BY9
13568	0.2858	0.2858	Q9BXB5
16671	0.2858	0.2858	Q9Y4P1
13686	0.2857	0.2857	Q9BYI3
14291	0.2856	0.2856	Q9H6B4
985	0.2853	0.2853	O15320
3431	0.2853	0.2853	P21675
13042	0.2851	0.2851	Q99549
7710	0.285	0.285	Q5TCY1
13054	0.2849	0.2849	Q99583
5427	0.2847	0.2847	Q00005
2002	0.2846	0.2846	O95391
13763	0.2846	0.2846	Q9BZH6
13932	0.2846	0.2846	Q9H019
6408	0.2843	0.2843	Q14721
5282	0.2834	0.2834	P78314
6044	0.2827	0.2827	Q13361
3582	0.2825	0.2825	P24588
11221	0.2825	0.2825	Q8TDD2
4578	0.2823	0.2823	P49810
1305	0.2821	0.2821	O60268
9832	0.2821	0.2821	Q8IY63
13861	0.2821	0.2821	Q9C0K0
5867	0.2821	0.2821	Q12841
14260	0.2813	0.2813	Q9H5J0
7435	0.2811	0.2811	Q5JSP0
7707	0.281	0.281	Q5TCQ9
16798	0.2809	0.2809	Q9Y5W3
14931	0.2807	0.2807	Q9NRS4
16589	0.2806	0.2806	Q9Y3M8
13720	0.2805	0.2805	Q9BYV9
12468	0.2804	0.2804	Q96JP5
6566	0.2802	0.2802	Q15274
16475	0.28	0.28	Q9Y2K7
3738	0.28	0.28	P28715
8975	0.2795	0.2795	Q7LBR1
11228	0.2792	0.2792	Q8TDI0
14913	0.279	0.279	Q9NRK6
11922	0.2788	0.2788	Q969W9
12948	0.2788	0.2788	Q96SC8
10256	0.2786	0.2786	Q8N5N7
12199	0.2784	0.2784	Q96EK6
4890	0.2782	0.2782	P54802
8019	0.2781	0.2781	Q6A162
9354	0.2781	0.2781	Q86V15
15185	0.2781	0.2781	Q9NWZ3
13764	0.278	0.278	Q9BZI1
14463	0.2779	0.2779	Q9H9Q2
13471	0.2778	0.2778	Q9BVC6
9841	0.2777	0.2777	Q8IYA6
16892	0.2776	0.2776	Q9Y6J0
7768	0.2771	0.2771	Q5VIR6
2921	0.2769	0.2769	P11802
3171	0.2769	0.2769	P16581
2021	0.2768	0.2768	O95436
11465	0.2768	0.2768	Q8WVY7
6439	0.2767	0.2767	Q14894
14184	0.2766	0.2766	Q9H3U1
7341	0.27656	0.27656	Q5CZC0
10689	0.2765	0.2765	Q8NEC5
16351	0.2764	0.2764	Q9UQP3
8064	0.2761	0.2761	Q6FI81
10537	0.276	0.276	Q8NBJ5
464	0.2756	0.2756	B2RTY4
15016	0.2756	0.2756	Q9NTN9
5965	0.2753	0.2753	Q13129
16540	0.2753	0.2753	Q9Y330
16602	0.275	0.275	Q9Y3R5
8331	0.2743	0.2743	Q6P9B6
14238	0.2743	0.2743	Q9H4M7
1363	0.2741	0.2741	O60481
3368	0.2741	0.2741	P20585
16080	0.27406	0.27406	Q9UL68
80	0.274	0.274	A2RUS2
16098	0.274	0.274	Q9ULE0
16664	0.2738	0.2738	Q9Y4J8
3928	0.2734	0.2734	P32418
8619	0.2734	0.2734	Q6XQN6
4438	0.2733	0.2733	P48307
16419	0.2733	0.2733	Q9Y2A7
4073	0.2728	0.2728	P35916
11914	0.2726	0.2726	Q969U7
4562	0.2725	0.2725	P49760
8002	0.2723	0.2723	Q68E01
3708	0.2722	0.2722	P28161
2409	0.2721	0.2721	P04920
2983	0.272022	0.272022	P13489
4416	0.272	0.272	P48039
14805	0.272	0.272	Q9NQC1
9290	0.2719	0.2719	Q86U28
15537	0.2719	0.2719	Q9P2D3
4182	0.2716	0.2716	P40938
4460	0.2716	0.2716	P48553
10515	0.2716	0.2716	Q8NB37
3964	0.2715	0.2715	P34096
676	0.2713	0.2713	O00507
2849	0.2713	0.2713	P10721
373	0.2709	0.2709	A8K2U0
675	0.2709	0.2709	O00506
9893	0.2708	0.2708	Q8IYT8
9389	0.2706	0.2706	Q86VP1
12188	0.2704	0.2704	Q96EE4
6164	0.2702	0.2702	Q13636
16680	0.2699	0.2699	Q9Y4X0
9817	0.2695	0.2695	Q8IXZ2
12108	0.2694	0.2694	Q96CW5
4368	0.2692	0.2692	P46736
15349	0.2692	0.2692	Q9NZ32
1287	0.2691	0.2691	O60232
2157	0.269	0.269	O95965
16841	0.269	0.269	Q9Y657
1143	0.2687	0.2687	O43402
4271	0.2687	0.2687	P42892
8796	0.2686	0.2686	Q6ZUT1
6466	0.2684	0.2684	Q14BN4
4451	0.2684	0.2684	P48506
7428	0.2681	0.2681	Q5JRV8
12281	0.268	0.268	Q96G23
15744	0.2679	0.2679	Q9UGI6
16854	0.2679	0.2679	Q9Y692
15141	0.2678	0.2678	Q9NW75
4618	0.2678	0.2678	P50452
4010	0.2677	0.2677	P35318
6590	0.2677	0.2677	Q15386
16045	0.2675	0.2675	Q9UKX2
11954	0.2674	0.2674	Q96A65
12131	0.2671	0.2671	Q96DC8
1007	0.2668	0.2668	O15393
14680	0.266	0.266	Q9HDC5
1770	0.2658	0.2658	O75970
2915	0.2658	0.2658	P11678
3461	0.2656	0.2656	P22079
10306	0.2656	0.2656	Q8N6M0
15315	0.2656	0.2656	Q9NYQ6
1091	0.2652	0.2652	O43236
2893	0.2652	0.2652	P11277
7144	0.2652	0.2652	Q49A88
3806	0.2651	0.2651	P30154
2144	0.2649	0.2649	O95905
14259	0.26485	0.26485	Q9H5I5
16838	0.2647	0.2647	Q9Y646
8900	0.2642	0.2642	Q76LX8
9319	0.2642	0.2642	Q86UL8
9390	0.2642	0.2642	Q86VP3
14230	0.2642	0.2642	Q9H4I3
3957	0.2639	0.2639	P33908
909	0.2637	0.2637	O15063
13212	0.2636	0.2636	Q9BQ89
14810	0.2636	0.2636	Q9NQG5
1974	0.2635	0.2635	O95274
5160	0.2634	0.2634	P61201
9107	0.2633	0.2633	Q7Z4R8
6535	0.2632	0.2632	Q15109
3610	0.2631	0.2631	P25189
14446	0.263	0.263	Q9H9C1
14429	0.2629	0.2629	Q9H936
4608	0.2628	0.2628	P50226
1744	0.2626	0.2626	O75907
10584	0.2626	0.2626	Q8NCD3
14950	0.2626	0.2626	Q9NS15
16437	0.2618	0.2618	Q9Y2D9
11592	0.2613	0.2613	Q8WYA6
13523	0.2613	0.2613	Q9BWN1
15353	0.2613	0.2613	Q9NZ56
10760	0.2612	0.2612	Q8NFJ5
5035	0.2609	0.2609	P57105
11957	0.2608	0.2608	Q96A73
13638	0.2604	0.2604	Q9BY11
13877	0.2604	0.2604	Q9GZN6
13469	0.2603	0.2603	Q9BVC4
2135	0.2603	0.2603	O95866
420	0.2602	0.2602	A8MW92
6171	0.2601	0.2601	Q13683
5724	0.26	0.26	Q07912
15717	0.26	0.26	Q9UF11
8980	0.2599	0.2599	Q7LG56
16624	0.2599	0.2599	Q9Y478
8169	0.2596	0.2596	Q6N043
12253	0.2594	0.2594	Q96FF7
8763	0.2593	0.2593	Q6ZSZ5
16806	0.2593	0.2593	Q9Y5X3
11461	0.2591	0.2591	Q8WVV4
12171	0.2591	0.2591	Q96DZ9
15884	0.259	0.259	Q9UIU6
8935	0.2588	0.2588	Q7L3B6
13325	0.2588	0.2588	Q9BSE5
14970	0.2588	0.2588	Q9NS91
8279	0.2584	0.2584	Q6P2I3
12966	0.2584	0.2584	Q96SQ7
5248	0.2578	0.2578	P63098
14130	0.2578	0.2578	Q9H2X9
630	0.2572	0.2572	O00329
3093	0.257	0.257	P15289
10688	0.257	0.257	Q8NEB9
8652	0.2566	0.2566	Q6ZMR3
16207	0.2566	0.2566	Q9UN30
3768	0.2565	0.2565	P29374
15877	0.2563	0.2563	Q9UIL1
2793	0.2562	0.2562	P0DJD0
13989	0.2562	0.2562	Q9H0R4
4725	0.2561	0.2561	P51809
15662	0.2561	0.2561	Q9UBS9
2977	0.25591	0.25591	P13224
6614	0.2559	0.2559	Q15438
10451	0.2558	0.2558	Q8N9N2
6313	0.2557	0.2557	Q14353
6611	0.25554	0.25554	Q15435
6203	0.2555	0.2555	Q13887
293	0.2552	0.2552	A6NKD9
6109	0.2552	0.2552	Q13508
3869	0.2551	0.2551	P31274
8587	0.25501	0.25501	Q6V0I7
10581	0.2549	0.2549	Q8NCB2
2566	0.2547	0.2547	P08069
3507	0.2547	0.2547	P22897
2580	0.2546	0.2546	P08235
11687	0.2543	0.2543	Q92604
9038	0.2541	0.2541	Q7Z392
12605	0.2541	0.2541	Q96M53
2073	0.254	0.254	O95671
12906	0.254	0.254	Q96RR4
242	0.2537	0.2537	A6NHQ4
15145	0.2535	0.2535	Q9NWA0
12699	0.2534	0.2534	Q96NB3
14797	0.2534	0.2534	Q9NQ87
13816	0.253	0.253	Q9C086
13834	0.2529	0.2529	Q9C0C7
16565	0.2527	0.2527	Q9Y3B3
13977	0.2526	0.2526	Q9H0K1
4184	0.2523	0.2523	P40967
5383	0.2523	0.2523	P84074
8390	0.252	0.252	Q6PIU2
615	0.2518	0.2518	O00273
10710	0.2518	0.2518	Q8NEM7
1279	0.2513	0.2513	O43924
6541	0.2513	0.2513	Q15120
5908	0.251	0.251	Q12951
3666	0.2509	0.2509	P26992
376	0.2508	0.2508	A8K7I4
5840	0.2508	0.2508	Q12768
